and|16.6366666666667
A|6.21
a|5.34333333333333
are|14.6333333333333
As|10.9566666666667
as|10.09
At|9.85333333333333
at|8.98666666666667
all|10.81
an|11.0433333333333
about|25.7633333333333
any|16.25
apply|24.47
also|18.3066666666667
after|21.6566666666667
above|26.9233333333333
Am|14.6733333333333
am|13.8066666666667
against|33.1033333333333
another|35.16
able|18.9833333333333
around|31.7966666666667
area|19.9766666666667
again|24.7133333333333
ad|10.9366666666667
areas|24.7233333333333
article|28.45
absolutely|46.4966666666667
asks|20.2033333333333
American|42.4466666666667
actually|35.41
automatically|61.0766666666667
always|31.21
anything|39.62
ability|27.9866666666667
articles|33.1966666666667
anyone|32.7466666666667
address|35.3133333333333
away|23.73
account|35.2833333333333
already|33.51
available|40.3266666666667
almost|30.4133333333333
Al|8.94333333333333
among|30.5833333333333
attention|41.2033333333333
America|36.7466666666667
answer|32.9166666666667
application|49.6066666666667
ago|16.42
ask|15.4566666666667
analysis|36.5533333333333
administration|65.8366666666667
applications|54.3533333333333
according|43.8366666666667
attack|28.0466666666667
accounting|49.31
access|29.5633333333333
addresses|45.3733333333333
act|13.6933333333333
asked|26.3633333333333
applicant|41.39
along|24.8533333333333
Americans|47.1933333333333
action|27.61
adding|30.5566666666667
Aug|17.5033333333333
air|12.0533333333333
add|16.53
agree|25.54
although|39.8966666666667
activities|40.7866666666667
attempt|35.6433333333333
age|16.25
applying|38.4966666666667
across|29.0033333333333
associated|47.6533333333333
active|26.93
anyway|34.6366666666667
Apr|15.78
additional|44.9
aren't|26.6333333333333
analyst|32.7166666666667
attacks|32.7933333333333
assist|25.96
allow|24.13
Art|13.83
art|12.9633333333333
army|22.99
argument|43.7333333333333
added|27.4366666666667
ass|14.8366666666667
appropriate|52.5933333333333
avoid|24.3433333333333
allowed|35.0366666666667
accept|29.3066666666667
alone|24.5733333333333
amount|34.3333333333333
author|29.8466666666667
accounts|40.03
alongside|43.24
actual|27.47
apparently|48.4466666666667
addition|36.8233333333333
average|36.0733333333333
abuse|26.6966666666667
angry|25.82
actions|32.3566666666667
April|21.2466666666667
authority|41.43
appears|35.91
advice|28.88
asking|29.4833333333333
appear|31.1633333333333
answers|37.6633333333333
agency|31.8633333333333
advanced|42.7833333333333
arrive|26.5333333333333
assigned|39.77
aware|27.8133333333333
architecture|54.7566666666667
Acts|19.3066666666667
acts|18.44
approach|41.74
amazing|37.95
assume|34.3133333333333
August|31.5933333333333
august|30.7266666666667
ah|11.0433333333333
agent|25.5933333333333
advance|37.19
Arab|21.1233333333333
accepted|40.2133333333333
associates|46.8066666666667
accurate|38.7333333333333
admit|25.7766666666667
activity|33.2
Andrew|34.63
Australia|40.43
applied|32.9033333333333
analytical|43.4866666666667
anybody|38.1266666666667
animals|35.0633333333333
agreed|31.1333333333333
animal|30.3166666666667
anywhere|44.39
ahead|27.2933333333333
attempts|40.39
association|50.6633333333333
abysmal|37.43
afraid|26.37
archives|37.71
annually|38.46
arms|22.53
assistance|47.0233333333333
auction|33.31
advantage|47.0633333333333
associate|42.06
annual|30.52
aspects|34.0933333333333
armed|28.69
agreement|48.66
Afghanistan|54.0933333333333
attorney|38.31
aid|13.67
agencies|39.45
amendment|53.5333333333333
alternative|48.9333333333333
Alan|19.9866666666667
agents|30.34
administrator|61.38
authorities|49.0166666666667
allows|28.8766666666667
anonymous|51.8266666666667
achieve|34.3
absolute|38.5566666666667
anymore|39.4866666666667
audit|23.0133333333333
alive|21.3133333333333
arrested|37.9066666666667
analyze|34.4133333333333
administrative|65.1566666666667
award|28.0933333333333
argue|25.9266666666667
assistant|40.6466666666667
accused|36.11
arguments|48.48
apart|23.9
alleged|32.6233333333333
appeared|42.07
Africa|26.35
Allah|22.72
affairs|28.9033333333333
ain't|20.0766666666667
agenda|32.8866666666667
attempting|49.67
Ann|17.61
attitude|35.6133333333333
attacked|38.9533333333333
approval|39.2566666666667
approved|42.0866666666667
ancient|33.14
aircraft|33.1033333333333
announced|49.24
audio|24.8533333333333
abortion|37.9566666666667
assuming|43.0266666666667
auto|20.17
assembly|42.1466666666667
Apple|25.4433333333333
apple|24.5766666666667
answered|43.8233333333333
acting|27.72
adult|23.0133333333333
afford|27.1566666666667
Au|11.91
Adam|25.61
Arabs|25.87
Asia|19.0333333333333
appreciate|47.56
accordance|50.8733333333333
attacking|42.0733333333333
architect|39.7666666666667
Alex|19.6066666666667
advertising|50.5666666666667
asshole|34.0666666666667
amazingly|45.89
America's|44.15
accountant|49.97
audience|40.4033333333333
authorized|48.26
Andy|22.71
abstract|36.9966666666667
Allen|22.69
aside|23.73
admitted|40.3266666666667
analysts|37.4633333333333
automated|48.5266666666667
availability|49.33
allowing|38.1566666666667
atheist|31.1233333333333
assignments|56.73
attached|39.2866666666667
arrived|32.1266666666667
Australian|46.13
arm|17.7833333333333
acceptable|48.29
answering|46.9433333333333
approximately|64.7766666666667
angrily|31.2866666666667
Ac|10.9166666666667
Abbott|30.1666666666667
automatic|45.06
assurance|45.5766666666667
affect|25.7666666666667
admiringly|48.0766666666667
album|27.8333333333333
assets|28.54
authors|34.5933333333333
arena|25.6766666666667
applicants|46.1366666666667
attempted|46.55
accuracy|39.69
archive|32.9633333333333
Ar|10.1866666666667
appeal|29.92
arrest|27
ages|20.9966666666667
accident|37.74
Anthony|37.6433333333333
Austin|28.7333333333333
airport|30.75
arrives|31.28
array|23.8466666666667
allies|23.6033333333333
appreciated|53.1533333333333
assessment|52.7633333333333
Asian|24.7333333333333
automotive|50.9966666666667
anger|25.9266666666667
applies|32.0566666666667
applicable|45.6866666666667
adobe|27.3266666666667
alert|21.01
appearance|52.2266666666667
aids|18.4166666666667
ache|21.0633333333333
adults|27.76
alcohol|32.1833333333333
aches|25.81
academic|42.2033333333333
assault|32.2566666666667
accompanying|64.5733333333333
apparent|40.5066666666667
affected|36.6733333333333
assists|30.7066666666667
aliens|26.57
African|32.05
abilities|35.5733333333333
attend|29.2366666666667
amounts|39.08
Alexander|45.5333333333333
Angel|25.55
angel|24.6833333333333
angels|29.43
aggressive|48.55
assisting|39.9866666666667
alien|21.8233333333333
aspect|29.3466666666667
Albert|27.47
afternoon|44.0233333333333
allegedly|40.5633333333333
Anderson|42.7233333333333
Anne|22.9233333333333
arguing|34.64
amp|19.4
alliance|34.6066666666667
atheists|35.87
attachment|51.5
aim|16.54
assignment|51.9833333333333
assertion|41.6866666666667
asset|23.7933333333333
awareness|48.32
absence|36.7166666666667
architectural|57.52
approve|36.4933333333333
ads|15.6833333333333
acceptance|50.37
Atlanta|32.6166666666667
actively|34.87
assure|29.8266666666667
activists|37.4866666666667
atmosphere|53.5766666666667
aeronautical|56.02
asp|15.6833333333333
adopted|36.5633333333333
Autumn|35.4166666666667
autumn|34.55
allegations|49.3666666666667
assumption|52.1533333333333
ambassador|54.6333333333333
Adams|30.3566666666667
Arizona|34.22
assumed|39.9066666666667
apartment|47.02
automation|51.5366666666667
awards|32.84
Arthur|29.2066666666667
Arabia|29.2
achieved|39.8933333333333
argued|31.52
arriving|35.2466666666667
